episode,step,reward,dropped,drop_rate,completed,accepted
10,40,-1.0,6,0.14634146341463414,30,35
10,41,-1.5,6,0.14285714285714285,30,36
10,42,0.5,6,0.13953488372093023,31,37
10,43,0.5,6,0.13636363636363635,32,38
10,44,-1.5,6,0.13333333333333333,32,39
10,45,-7.0,7,0.15217391304347827,32,39
10,46,-4.5,8,0.1702127659574468,33,39
10,47,-4.5,9,0.1875,34,39
10,48,1.0,9,0.1836734693877551,35,40
10,49,-1.5,9,0.18,35,41
11,0,0.5,0,0.0,0,1
11,1,0.0,0,0.0,0,2
11,2,0.0,0,0.0,0,3
11,3,-0.5,0,0.0,0,4
11,4,1.5,0,0.0,1,5
11,5,-1.0,0,0.0,1,6
11,6,3.5,0,0.0,3,7
11,7,-0.5,0,0.0,3,8
11,8,1.5,0,0.0,4,9
11,9,-1.0,0,0.0,4,10
11,10,1.0,0,0.0,5,11
11,11,-6.5,1,0.08333333333333333,5,11
11,12,-2.0,2,0.15384615384615385,7,11
11,13,1.5,2,0.14285714285714285,8,12
11,14,1.5,2,0.13333333333333333,9,13
11,15,-0.5,2,0.125,9,14
11,16,3.5,2,0.11764705882352941,11,15
11,17,-1.0,2,0.1111111111111111,11,16
11,18,1.0,2,0.10526315789473684,12,17
11,19,1.0,2,0.1,13,18
11,20,-6.5,3,0.14285714285714285,13,18
11,21,1.0,3,0.13636363636363635,14,19
11,22,1.0,3,0.13043478260869565,15,20
11,23,-1.5,3,0.125,15,21
11,24,-7.0,4,0.16,15,21
11,25,0.5,4,0.15384615384615385,16,22
11,26,3.0,4,0.14814814814814814,18,23
11,27,-1.0,4,0.14285714285714285,18,24
11,28,3.5,4,0.13793103448275862,20,25
11,29,-1.0,4,0.13333333333333333,20,26
11,30,1.0,4,0.12903225806451613,21,27
11,31,3.5,4,0.125,23,28
11,32,1.5,4,0.12121212121212122,24,29
11,33,-1.0,4,0.11764705882352941,24,30
11,34,-4.5,5,0.14285714285714285,25,30
11,35,1.0,5,0.1388888888888889,26,31
11,36,1.0,5,0.13513513513513514,27,32
11,37,1.0,5,0.13157894736842105,28,33
11,38,-1.0,5,0.1282051282051282,28,34
11,39,0.5,5,0.125,29,35
11,40,0.5,5,0.12195121951219512,30,36
11,41,0.5,5,0.11904761904761904,31,37
11,42,-7.0,6,0.13953488372093023,31,37
11,43,-7.0,7,0.1590909090909091,31,37
11,44,0.5,7,0.15555555555555556,32,38
11,45,-7.0,8,0.17391304347826086,32,38
11,46,-4.5,9,0.19148936170212766,33,38
11,47,-1.5,9,0.1875,33,39
11,48,0.5,9,0.1836734693877551,34,40
11,49,-7.0,10,0.2,34,40
12,0,0.5,0,0.0,0,1
12,1,0.0,0,0.0,0,2
12,2,2.5,0,0.0,1,3
12,3,0.0,0,0.0,1,4
12,4,1.5,0,0.0,2,5
12,5,-0.5,0,0.0,2,6
12,6,1.5,0,0.0,3,7
12,7,-0.5,0,0.0,3,8
12,8,-6.0,1,0.1111111111111111,3,8
12,9,4.0,1,0.1,5,9
12,10,-0.5,1,0.09090909090909091,5,10
12,11,1.5,1,0.08333333333333333,6,11
12,12,-1.0,1,0.07692307692307693,6,12
12,13,5.5,1,0.07142857142857142,9,13
12,14,1.5,1,0.06666666666666667,10,14
12,15,1.5,1,0.0625,11,15
12,16,1.5,1,0.058823529411764705,12,16
12,17,-1.0,1,0.05555555555555555,12,17
12,18,1.0,1,0.05263157894736842,13,18
12,19,-1.5,1,0.05,13,19
12,20,0.5,1,0.047619047619047616,14,20
12,21,-7.0,2,0.09090909090909091,14,20
12,22,-7.0,3,0.13043478260869565,14,20
12,23,0.5,3,0.125,15,21
12,24,-7.0,4,0.16,15,21
12,25,0.5,4,0.15384615384615385,16,22
12,26,0.5,4,0.14814814814814814,17,23
12,27,0.5,4,0.14285714285714285,18,24
12,28,3.0,4,0.13793103448275862,20,25
12,29,-6.5,5,0.16666666666666666,20,25
12,30,-1.5,5,0.16129032258064516,20,26
12,31,0.5,5,0.15625,21,27
12,32,-1.5,5,0.15151515151515152,21,28
12,33,-4.5,6,0.17647058823529413,22,28
12,34,-1.5,6,0.17142857142857143,22,29
12,35,-2.5,7,0.19444444444444445,24,29
